證券代碼,Y,ROA 稅前息前折舊前,ROA 稅後息前,ROA 稅後息前折舊前,ROE 稅後,ROE 常續利益,已實現銷貨毛利率,營業利益率,稅前淨利率,稅後淨利率,業外收支 / 營收,常續利益率 稅後,營業費用率,現金流量比率,有息負債利率,稅率,每股淨值,常續性 EPS,每股現金流量,每股營業額,每股營業利益,每股稅前淨利,營收成長率,營業毛利成長率,已實現銷貨毛利成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,折舊性固定資產成長率,總資產報酬成長率,流動比率,速動比率,利息支出率,總負債 / 總淨值,負債比率,淨值 / 資產,長期資金適合率,借款依存度,或有負債 / 淨值,營業利益 / 實收資本比,稅前純益 / 實收資本,存貨及應收帳款 / 淨值,應收帳款週轉次數,總資產週轉次數,固定資產週轉次數,淨值週轉率（次）,淨營業週期（日）
8147 正淩,0,11.98,5.55,9.61,8.73,8.21,31.17,8.62,7.87,6.21,-0.75,5.84,22.55,24.57,1.97,21.05,21.86,1.81,3.4,30.96,2.67,2.44,-11.94,-7.22,-7.22,0.15,-23.07,-16.95,-16.95,-21.81,2.04,-1.48,-0.44,-0.79,159.2,132.26,2.56,63.61,38.88,61.12,185.31,11.78,0,26.69,24.37,55.09,3.68,0.87,2.62,1.41,52.08
8287 英格爾,1,-55.33,-61.77,-57.27,-160.4,-149.46,11.83,-52.21,-56.57,-58.24,-4.36,-54.27,64.04,29.01,2.12,0,1.34,-19.37,5.96,35.69,-18.63,-20.19,-66.59,-13.13,-13.13,-923.62,-852.1,-1153.24,-1153.24,-1425.53,-47.61,-94.54,-16.68,-52.09,106.49,97.09,-0.94,1610.93,94.16,5.84,175.18,596.92,0,-186.34,-201.91,1433.44,1.33,1.07,44.5,2.75,204.63
1471 首利,1,-12.86,-16.18,-13.54,-27.69,-28.42,-6.58,-25.93,-25.63,-25.3,0.3,-25.97,19.35,-32.96,3.42,0,6.68,-2.18,-1.48,8.53,-2.21,-2.18,0.93,-15.4,-15.4,4.73,27.9,31.01,31.01,21.88,-23.56,-24.91,-12.96,5.28,112.02,94.68,-3.56,68.09,40.51,59.49,201.23,34.51,0,-22.1,-21.85,49.35,2.78,0.66,2.4,1.09,83.46
3191 和進,1,-8.61,-10.49,-8.97,-16.18,-16.09,16.78,-16.24,-15.34,-11.06,0.91,-15.25,33.03,-50.42,0,0,5.03,-0.86,-2.1,5.67,-0.92,-0.87,34.43,35.59,35.59,-65.67,-7.11,-324,-7.11,-17.81,24.81,-12.01,-37.29,-1.18,181.05,118.7,0,82.88,45.32,54.68,661.09,0,0,-9.2,-8.69,51.23,3.39,0.68,8.81,1.05,130.47
3338 泰碩,0,8.71,4.61,7.15,11.49,11.65,20.33,4.01,4.75,3.96,0.74,4.01,16.33,4.71,1.39,16.73,16.11,1.6,1.19,40.01,1.6,2.17,12.94,0.12,0.12,5.15,211.08,288.96,288.96,124.77,37.21,41.02,7.01,3.8,157.52,122.83,3.09,152.94,60.46,39.54,418.2,27.52,0,16.03,19.01,149.14,2.42,1.14,9.65,2.91,76.55
3550 聯穎,0,8.58,3.53,5.56,6.03,6.03,18.65,4.61,5.27,2.99,0.66,2.99,14.04,19.18,1.4,43.15,23.22,1.37,3.13,48.19,2.22,2.54,8.13,2.44,2.44,-14.84,8.17,-5.77,-5.77,-5.77,1.19,-4.69,10.44,0.13,237.52,209.44,11.07,92.83,48.14,51.86,537.77,56.51,0,22.2,25.37,101.94,2.33,1.08,9.59,2.01,161.62
4943 康控-KY,0,32.81,14.09,23.51,25.32,25.29,41.15,25.88,25.77,16.96,-0.12,16.94,15.27,26.35,5.74,34.17,33.8,8.28,6.9,48.88,12.65,12.58,9.17,4.1,4.1,-0.46,2.54,-10.91,-10.91,-11.05,13.39,6.66,4.73,1.39,155.99,139.05,12.37,105.29,51.29,48.71,170.91,67.35,0,125.84,125.28,111.77,1.63,0.75,2.12,1.49,202.54
5227 立凱-KY,0,-19.15,-40.73,-20.07,-48.93,-28.87,-124.93,-412.9,-736.46,-734.93,-323.57,-433.59,287.96,-48.17,1.61,0,7.1,-3.1,-1.28,0.72,-2.95,-5.27,-79.87,-237.13,-237.13,-248.05,-455.66,-431.6,-431.6,-193.02,-36.55,-50.67,-44.32,-27.56,120.71,91.92,-0.35,40.76,28.96,71.04,368.7,27.45,0,-29.55,-52.7,9.86,1.22,0.06,0.29,0.07,377.71
6155 鈞寶,0,9.77,5.94,7.96,9.24,10.18,27.76,10.4,21.96,17.65,11.56,19.45,17.36,19.38,1.05,19.61,16.21,1.63,1.94,8.37,0.87,1.84,3.4,4.69,4.69,-4.71,264.77,196.8,196.8,335.67,6.21,2.78,-7.41,3.86,182.17,159.99,5.05,64.63,39.26,60.74,402.33,49.17,0,8.71,18.38,27.69,3.44,0.32,2.03,0.52,165.1
6203 海韻電,0,19.3,13.26,14.64,19.52,20.62,30.16,15.89,17.77,13.27,1.88,14.01,14.28,-6.62,1.19,25.37,20.53,3.97,-0.48,28.34,4.5,5.04,30.61,38.42,38.42,86.62,210.52,187.04,187.04,197.9,1.51,14.16,6.87,8.63,350.88,201.39,0.46,39.68,28.41,71.59,774.99,0,0,45.03,50.37,69.23,6.74,1,10.86,1.47,107.95
6224 聚鼎,0,21.08,13.9,17.03,16.84,16.97,47.5,24.03,25.95,20.98,1.92,21.14,23.47,93.63,5.09,19.17,26.57,4.41,5.56,20.86,5.01,5.41,9.03,7.01,7.01,2.99,9.87,7.74,7.74,6.66,8.97,4.65,16.37,0.89,347.16,276.94,0.55,24.1,19.42,80.58,257.37,3.61,0,50.12,54.13,33.24,3.9,0.66,2.17,0.8,170.88
6449 鈺邦,0,12.55,6.1,9.42,10.64,10.66,25.32,12.92,12.43,8.93,-0.5,8.94,12.4,8.79,2.53,28.16,23.31,2.19,1.67,24.46,3.16,3.12,5.21,-3.82,-3.82,-17.02,-1.38,-3.57,-3.57,-3.06,28.05,31.47,47.61,0.58,139.09,93.95,12.79,92.13,47.95,52.05,171.13,69.13,0,31.26,30.06,60.54,2.84,0.61,1.9,1.19,172.67
6781 AES-KY,0,16.66,11.97,13.38,22.13,22.2,21.52,10.66,11.87,9.53,1.21,9.56,10.86,13.13,3.4,19.71,36.68,6.99,3.69,73.45,7.83,9.32,21.56,34.93,34.93,118.03,99.18,93.82,93.82,106.45,18.9,41.68,1.09,6.04,215.24,107.51,0.51,72.04,41.87,58.13,657.95,0,0,78.32,87.2,114.44,4.78,1.25,13.1,2.32,136.11
6834 天二科技,0,11.14,7.63,9.09,10.28,7.98,26.57,9.93,15.54,13.34,5.61,10.36,16.63,12.68,0.78,14.14,16.38,0.85,0.41,8.22,0.82,1.28,,,,,,,,,125.61,231.14,,,355.79,211.13,1.16,22.69,18.49,81.51,276.48,0,0,8.16,12.77,30.01,2.91,0.57,1.98,0.77,146.79
2375 凱美,0,9.94,6.66,8.23,13.33,12.41,22.74,12.2,17.38,14.76,5.18,13.74,10.54,8.43,0.76,15.09,62.75,7.8,5.65,56.8,6.93,9.87,19.72,15.28,15.28,29.42,44.18,36.52,36.52,32.22,11.71,-0.36,0.5,1.79,133.92,109.57,5.4,121.03,54.76,45.24,364.93,94.69,0,69.3,98.73,52.05,3.25,0.43,2.99,0.9,166.56
2431 聯昌,1,0.75,5.35,-1.58,8.05,-4.7,5.7,-6.72,10.06,7.32,16.77,-4.27,12.41,-16.62,0,27.2,13.28,-0.6,-0.76,14.12,-0.95,1.42,-31.84,-69.29,-69.29,-406.43,238.74,145.28,145.28,-936.86,-9.85,7,-12.25,2.89,316.63,255.89,2.21,40.6,28.88,71.12,1449.88,0,0,-9.49,14.21,39.96,3.84,0.72,14.41,1.1,51.28
2483 百容,0,9.49,3.94,6.85,6.27,6.59,16.44,0.54,10.76,7.12,10.22,7.49,15.9,-16.58,0.91,33.83,23.27,1.48,-1.81,19.9,0.11,2.14,21.96,-5,-5,-49.09,158.01,83.74,83.74,989.82,12.34,7.14,18.97,1.95,151.35,98.8,6.04,71.2,41.59,58.41,169.69,48.32,0,1.07,21.42,41.52,5.13,0.53,1.25,0.88,109.14
2493 揚博,0,11.9,9.17,9.65,14.32,14.5,26.48,15.43,14.43,11.68,-1,11.82,11.04,36.52,0,19.06,21.32,3.04,4.09,25.68,3.96,3.71,13.01,13.11,13.11,14.1,7.33,11.18,11.18,13.48,5.27,3.64,6.09,0.95,245.32,151.32,0.02,57.44,36.48,63.52,498.36,0,0,39.64,37.06,79.5,3.66,0.78,6.05,1.23,200.94
3011 今皓,0,-1.41,4.08,-3.21,7.64,-9.52,7.75,-5.65,6.49,4.25,12.14,-5.95,13.4,-17.88,1.05,26.37,8.96,-0.83,-1.47,13.97,-0.79,0.91,19.22,5.63,5.63,6.75,201.24,174.25,183.44,-9.05,12.08,5.3,-17.75,8.61,162.99,122.08,6.04,102.46,50.61,49.39,360.59,27.65,0,-7.89,9.06,96.68,2.82,0.81,5.24,1.6,90.32
3032 偉訓,0,10.45,4.58,7.93,10.55,9.99,19.04,5.42,6.27,4.61,0.86,4.37,13.63,6.13,0.98,26.48,21.96,2.44,2.3,73.21,3.97,4.61,-10.18,-6.97,-6.97,-25.75,-27.05,-31.64,-31.64,-29.51,-16.62,-1.22,-8.06,-2.4,143.49,89.86,4.78,119.34,54.41,45.59,249.97,50.15,0,39.66,45.93,112.24,3.34,0.95,5.54,2.29,102.79
3322 建舜電,0,10.55,8.16,8.53,17.39,9.57,17.4,4.31,5.81,5.17,1.49,2.85,13.09,16.83,1.81,10.88,11.68,0.81,1.88,38.52,1.66,2.42,37.28,21.4,21.4,236.53,59669.97,2114.73,2114.73,1208.37,-7.03,4.17,-5.21,8.18,152.61,100.21,5.69,110.8,52.56,47.44,198.75,37.14,0,16.61,22.36,112.77,4.65,1.51,5.44,3.36,55.86
3533 嘉澤,0,26.7,15.5,20.85,21.63,21.5,40,20.38,21.22,16.45,0.85,16.35,19.62,38.4,0.8,22.49,159.11,32.56,25.81,201.85,41.13,43.57,23.71,23.48,23.48,17.57,23.71,24.1,24.1,26.47,37.01,24.69,49.31,5.3,242.14,181.54,0.8,46.33,31.66,68.34,276.02,11.62,0,411.34,428.41,71.39,2.73,0.94,3.76,1.32,155.44
6127 九豪,0,7.75,2.8,5.68,4.51,4.56,31.17,9.6,8.19,4.92,-1.4,4.98,21.58,7.07,3.07,39.96,10.63,0.48,0.72,9.56,0.92,0.78,18.6,53.29,53.29,253.17,258.66,149.68,149.68,150.88,1.09,3.68,6.38,4.48,88.43,46.8,53.63,178.25,64.06,35.94,133.23,149.12,0,9.18,7.83,51.12,2.75,0.33,0.72,0.92,210.04
6141 柏承,0,13.18,7.12,10.2,14.24,12.96,21.75,10.83,13.53,10.46,2.7,9.52,10.92,13,3.05,22.66,22.56,2.84,3.88,31.88,3.45,3.95,13.22,20.89,20.89,26.53,26.44,11.9,11.9,3.28,36.44,6.68,89.43,1.68,76.43,62.69,11.2,145.63,59.29,40.71,78.89,64.41,0,34.53,43.13,56.89,2.87,0.62,1.29,1.36,108.8
8182 加高,0,17.4,9.67,13.69,15.49,15.83,28.52,18.23,18.27,14.21,0.04,14.52,10.29,44.44,1.06,22.23,32.94,4.87,6.14,33.62,6.13,6.14,19.16,55.64,55.64,104.32,122.35,128.59,128.59,127.46,20.31,15.25,31.97,6.43,197.4,137.67,2.47,66.62,39.98,60.02,182.22,34.01,0,61.29,61.41,46.07,4.39,0.67,1.76,1.09,121.9
