證券代碼,Y,ROA 稅前息前折舊前,ROA 稅後息前,ROA 稅後息前折舊前,ROE 稅後,ROE 常續利益,已實現銷貨毛利率,營業利益率,稅前淨利率,稅後淨利率,業外收支 / 營收,常續利益率 稅後,營業費用率,現金流量比率,有息負債利率,稅率,每股淨值,常續性 EPS,每股現金流量,每股營業額,每股營業利益,每股稅前淨利,營收成長率,營業毛利成長率,已實現銷貨毛利成長率,營業利益成長率,稅前淨利成長率,稅後淨利成長率,經常淨利成長率,常續淨利成長率,總資產成長率,淨值成長率,折舊性固定資產成長率,總資產報酬成長率,流動比率,速動比率,利息支出率,總負債 / 總淨值,負債比率,淨值 / 資產,長期資金適合率,借款依存度,或有負債 / 淨值,營業利益 / 實收資本比,稅前純益 / 實收資本,存貨及應收帳款 / 淨值,應收帳款週轉次數,總資產週轉次數,固定資產週轉次數,淨值週轉率（次）,淨營業週期（日）
3374 精材,0,23.99,7.64,20.95,14.34,15.51,19.22,13.69,13.37,12.74,-0.32,13.78,9.39,67.99,1.36,4.74,19.55,2.86,5.04,20.72,2.84,2.78,15.91,36.4,36.4,77.5,89.22,117.62,117.62,119.68,5.56,13.09,10.77,8.22,115.61,99.86,5.17,89.66,47.27,52.73,106.83,57.21,0,28.37,27.71,24.77,5.84,0.57,0.78,1.13,57.95
3687 歐買尬,0,-7.07,-19.57,-8.9,-24.25,-15.71,19.3,-72.6,-106.68,-112.72,-34.08,-73.03,91.9,-34.11,0,0,39.3,-7.86,-5.63,12.2,-8.86,-13.01,2.31,-30.64,-30.64,-50.16,-140.32,-184.83,-184.83,-105.02,-1.98,-16.5,-0.93,-12.48,349.04,225.77,0,34.81,25.82,74.18,3402.61,0,0,-88.57,-130.15,1.31,14.34,0.17,8.01,0.22,2.3
5287 數字,0,34.79,27.96,28.42,34.99,35,78.46,44.11,47.08,38.44,2.97,38.45,34.35,146.28,0,18.34,55.61,14.05,16.35,36.53,16.12,17.28,22.12,31.27,31.27,31.85,30.79,28.62,28.62,28.6,104.44,125.54,265.78,9.44,481.72,178.91,0.02,21.32,17.57,82.43,2911.27,0,0,161.16,171.99,8.78,16.03,0.73,33.68,0.91,151.77
5302 太欣,0,-1.54,-2.57,-1.78,-3.42,-3.48,41.05,-45.28,-30.9,-31.15,14.38,-31.64,86.33,-16.32,1.96,0,10.71,-0.32,-0.21,1.22,-0.55,-0.38,-29.73,-33.81,-33.81,-71.82,-69.25,-67.91,-67.91,-70.88,-1.72,-3.59,-0.02,-1.02,79.64,60.42,-10.62,23.48,19.02,80.98,540.74,17.74,0,-5.44,-3.71,2.34,17.01,0.09,0.56,0.11,31.15
5321 美而快,0,10.03,4.85,7.68,15.08,11.51,9.71,1.69,5.03,3.8,3.33,2.9,8.02,-2.27,1.91,24.38,10.19,1.09,-0.57,37.97,0.64,1.91,65.03,201.54,201.54,115.24,-32.24,-23.33,-23.33,119.56,31.91,15.73,-12.73,-9.69,102.81,87.46,5.06,244.21,70.95,29.05,240.41,52.76,0,6.42,19.09,223.79,2.6,1.22,8.25,3.97,88.28
5425 台半,0,19.87,10.8,13.95,15.14,15.25,32.1,17.06,17.93,11.98,0.87,12.07,15.04,79.28,3.31,33.16,22.56,2.58,6.56,32.62,5.57,5.77,7.88,18.38,18.38,28.45,45.27,37.42,37.42,16.11,6.23,7.08,1.79,2.35,285.25,218.95,2.44,42.49,29.82,70.18,215.66,11.33,0,53.52,56.23,42.13,5.05,0.88,2.5,1.26,83.4
5471 松翰,0,18.11,13.4,15.69,16.02,16.81,42.68,15.86,17.06,14.76,1.2,15.49,26.82,99.09,0,13.48,19.51,3.28,3.26,21.17,3.36,3.61,-2.44,-1.77,-1.77,-8.5,-10,1.88,1.88,9.04,0.15,0.12,-5.35,0.55,571.74,485.58,0,19.6,16.39,83.61,722.93,0,0,33.57,36.11,26.07,7.66,0.91,7.68,1.09,64.81
6526 達發,0,32.65,24.06,26.01,41.85,41.85,34.06,14.68,15.38,12.21,0.7,12.21,19.37,47.58,0,20.61,27.52,8.17,8.82,66.9,9.82,11.54,78.43,117.98,117.98,214.76,215.03,163.84,163.84,163.84,87.22,138.78,,23.18,245.65,131.77,0,60.91,37.85,62.15,2192.82,0,0,97.93,102.6,76.7,25.92,1.97,70.42,3.43,70.29
8044 網家,0,18.18,13.04,14.66,31.73,31.75,17.41,4.55,4.77,3.83,0.22,3.83,12.86,39.26,0,19.63,24.41,7.83,16.87,229.05,10.42,10.92,21.93,24.53,24.53,36.35,37.61,39.17,39.17,39.09,21.65,23.8,40.67,4.34,160.01,144.06,0,141.47,58.59,41.41,993.26,0,0,104.23,109.2,26.79,60.27,3.4,86.91,8.28,-25.24
8454 富邦媒,0,21.06,15.41,16.96,28.27,28.34,13.83,5.97,6.32,4.74,0.34,5.08,7.87,52.79,7.55,19.78,44.43,8.81,13.92,168.22,10.05,11.75,16.33,29.33,29.33,52.7,53.96,118.63,57.8,55.41,73.23,194.3,-23.78,7.15,200.61,133.01,0.82,56.92,36.27,63.73,282.37,0,0,100.48,106.28,2.49,86.83,3.02,16.03,5.58,-32.56
8477 創業家,0,12.34,12.86,13.16,29.67,29.67,19.75,1.82,2.07,2.22,0.25,2.22,17.93,70.03,0,0,14.54,2.69,11.37,121.22,2.21,2.51,384.69,236.74,236.74,186.71,200.08,207.46,207.46,207.48,177.08,302.26,12.64,47.23,186.7,183.46,0,111.67,52.76,47.24,10352.6,0,0,22.07,25.08,14.44,72.19,5.79,914.34,13.35,-28.77
2342 茂矽,1,-8.84,-8.61,-10.41,-17.93,-32.98,-31.96,-49.43,-24.83,-25.44,24.6,-46.79,17.47,-19.68,2.7,0,5.14,-2.03,-1.02,4.41,-2.18,-1.1,-5.4,33.43,33.43,24.52,65.36,64.85,64.85,42.81,-18.06,-25.21,-18.93,14.26,69.23,41.66,-8.81,104.15,51.02,48.98,143.4,63.69,0,-21.8,-10.95,17.67,7.49,0.36,1.06,0.7,46.06
6165 浪凡,1,-5.42,-11.28,-6.09,-15,-12.38,21.08,-41.95,-33.34,-52.51,8.61,-27.52,63.03,28.37,0.61,0,5.16,-0.73,0.47,2.64,-1.11,-0.88,-59.54,17.77,17.77,15.76,-8.06,-58.27,-0.52,6.3,-17.02,-21.52,-21.72,-1.38,215.78,190.11,-0.41,36.67,26.83,73.17,211.54,8.3,0,-11.08,-8.81,26.41,2.35,0.34,0.98,0.45,142.61
2424 隴華,0,-8.22,-9.41,-8.19,-9.51,-8.55,-94.15,-947.15,-1626.8,-1613.22,-679.65,-1450.87,853,-602.72,0,0,15.07,-1.36,-0.87,0.09,-0.89,-1.53,-36.86,27.83,27.83,8.31,-77.15,-69.61,-69.61,-52.54,-10.54,-10.49,13.08,-3.61,8646.71,7089.27,0,1.09,1.08,98.92,17485,0,0,-8.91,-15.3,0.48,3.17,0.01,1.16,0.01,270.1
3122 笙泉,0,6.24,3.88,5.28,4.94,4.99,35.46,5.19,5.06,4.31,-0.12,4.36,30.27,0.41,0,14.79,13.53,0.67,0.01,15.32,0.79,0.78,5.26,-0.74,-0.74,-23.81,-39.82,-34.74,-34.74,-34.48,-2.84,2.19,-3.82,-1.91,385.1,322.36,0.02,24.07,19.4,80.6,300.02,0,0,7.95,7.76,32.69,6.5,0.9,3.35,1.14,57.48
3306 鼎天,0,1.04,0.63,1.18,0.77,0.67,22.24,-1.81,0.46,0.81,2.26,0.71,24.17,-10.8,0,0,27.7,0.19,-0.73,26.01,-0.47,0.12,0.88,-1.42,-1.42,-304.93,-89.96,-81.02,-81.02,-83,5.82,1.5,2.87,-2.7,329.14,296.24,0.07,24.43,19.63,80.37,12796,0,0,-4.69,1.2,15.28,14.75,0.78,121.83,0.95,1.07
3466 德晉,0,1.2,-0.21,1.16,-0.33,-0.96,20.63,-3.75,-0.71,-0.3,3.04,-0.86,24.38,37.63,1.04,0,25.03,-0.25,3.93,28.61,-1.07,-0.2,13.96,28.69,28.69,10.45,53.51,80.88,80.88,38.16,2.73,-4.79,108.14,1.1,240.83,189.72,-15.28,42.83,29.99,70.01,348.1,5.22,0,-10.72,-2.03,42.56,3.61,0.81,5.28,1.11,90.86
3499 環天科,0,3.69,0.32,2.93,0.11,-0.01,27.23,-3.19,0.39,0.13,3.58,-0.01,30.42,1.86,1.29,67.76,11.33,0,0.1,10.2,-0.33,0.04,-8.21,-9.71,-9.71,-609.69,-91.44,-95.76,-95.76,-100.64,10.69,-2.97,-11.84,-2.09,176.32,141,91.41,55.18,35.56,64.44,206.52,38.14,0,-3.25,0.4,31.81,7.77,0.61,1.68,0.89,94.73
3564 其陽,0,11.89,6.91,9.59,12.52,12.8,29.11,7.84,6.84,5.43,-1,5.55,21.27,20.4,1.8,20.71,27.54,3.49,4.27,62.91,4.93,4.32,-2.9,-5.34,-5.34,-33.37,-43.1,-44.39,-44.39,-43.32,-5.11,2.09,0.9,-3.91,126.19,78.21,6.33,84.42,45.78,54.22,127.63,45.34,0,49.33,43.06,66.64,6.82,1.21,2.69,2.31,79.68
3664 安瑞-KY,0,3.34,0.67,2.57,0.88,0.88,77.85,3.33,3.13,-12.77,-0.2,2,74.52,-16.81,0,36.15,15.67,0.15,-0.7,7.71,0.26,0.23,11.07,12.72,12.72,148.14,134.03,-244.23,119.95,119.95,-14.99,-18.18,-56.81,3.48,432.52,279.2,0,35.21,26.04,73.96,8157.51,0,0,2.41,2.26,16.05,2.81,0.33,24.2,0.44,273.42
4971 IET-KY,0,15.01,6.6,11.17,6.99,6.98,33.48,16.39,16.87,11.71,0.48,11.7,17.09,215.89,0,30.56,41.23,2.87,5.56,24.57,4.03,4.15,3.27,-7.75,-7.75,-21.5,30.88,-7.98,-7.98,-42.37,1.01,0.25,11.16,-0.68,599.11,371.66,0.01,6.24,5.88,94.12,230.89,0,0,40.15,41.34,18.32,8.47,0.56,1.44,0.6,102.59
5468 凱鈺,0,-12.7,-13.57,-13.13,-20.7,-22.53,23.67,-38.23,-38.67,-38.67,-0.43,-42.1,62.55,10.94,3.49,0,5.2,-1.12,0.28,2.74,-1.05,-1.26,-54.6,-55.37,-55.37,-896.04,-441.06,-441.16,-441.16,-489.11,0.13,14.21,14.75,-10.96,124.01,82.37,-3.52,39.1,28.11,71.89,607.78,21.29,0,-10.47,-10.59,13.87,2.58,0.36,3.26,0.54,240.06
6103 合邦,0,5.28,3.89,4.58,8.33,9.48,3.7,1.75,0.48,0.44,-1.27,0.5,1.95,-54.84,3.06,7.73,1.32,0.12,-4.04,23.8,0.42,0.11,176.4,140.85,140.85,261.62,536.43,212.76,212.76,339.2,95.88,10.27,-4.08,3.86,108.11,14.84,71.04,557.73,84.8,15.2,377.92,546.44,0,4.16,1.14,53.68,47.73,3.63,66.75,18.92,6.97
6229 研通,0,4.19,3.27,3.49,4.81,4.81,10.8,1.92,2.2,1.83,0.28,1.83,8.98,-17.23,0,16.87,13.29,0.63,-0.89,34.42,0.66,0.76,30.89,32.37,32.37,2474.22,962.56,1282.71,1282.71,1572.9,-1.36,3.1,-9.58,3,294.98,121.6,0.01,43.76,30.44,69.56,1494.78,0,0,6.61,7.57,29.56,21.43,1.79,37.44,2.63,-10.57
6263 普萊德,0,22.97,19.01,19.49,23.06,23.04,39.05,24.61,25.23,21.42,0.62,21.4,14.44,114.1,0,15.1,19.3,4.38,5.11,20.47,5.04,5.16,1.11,6.76,6.76,5.56,1.37,3.01,3.01,3.03,7.32,3.09,-30.39,0.61,523.2,441.61,0,23.74,19.19,80.81,10779,0,0,50.37,51.65,24.09,19.51,0.89,93.83,1.08,50.08
6435 大中,0,16.87,13.12,14.69,20.16,20.16,18.58,7.88,8.83,7.74,0.96,7.74,10.7,39.77,0,12.44,19.15,3.58,4.13,46.31,3.65,4.13,19.86,19.69,19.69,49.13,38.78,34.68,34.68,34.63,19.44,16.81,-2.95,3.62,270.68,207.67,0,55.27,35.6,64.4,1616.95,0,0,36.49,40.91,75.83,6.22,1.7,38.53,2.61,44.77
6457 紘康,0,12.49,8.49,10.81,10.57,10.56,41.83,10.86,10.31,9.02,-0.56,9.01,30.97,13.36,0,12.48,16.89,1.78,0.45,19.71,2.14,2.11,2.82,1.61,1.61,-10.47,-20.86,-21.46,-21.46,-22.53,-4.5,0.82,4.37,-1.96,546.1,428.66,0.01,21.18,17.48,82.52,2225.2,0,0,21.36,20.26,39.37,6.44,0.94,26.52,1.17,108.5
6494 九齊,0,31.32,16.53,26.16,22.89,22.96,40.89,12.52,12.38,10.38,-0.15,10.41,28.37,71.39,0,16.18,17.27,3.5,3.99,33.64,4.21,4.3,19.63,21.75,21.75,76.74,60.34,65.74,65.74,66.17,23.46,30.5,-11.35,6.02,351.09,278.05,0,35.13,25.99,74.01,864.63,0,0,42.13,41.64,49.92,7.52,1.59,15.83,2.21,65.15
6510 精測,0,29.79,20.98,24.3,31.49,31.49,52.17,28.21,28.66,23.3,0.44,23.3,23.96,52.87,4.47,18.68,88.27,19.64,22.23,84.29,23.78,24.65,50.43,52.03,52.03,45.49,45.78,46.26,46.26,46.26,123.65,142.08,42.03,11.93,166.8,111.18,0.09,46.73,31.85,68.15,148.97,0,0,237.8,241.55,30.46,7.2,0.9,1.96,1.35,94.48
6515 穎崴,0,,,,,,40.12,18.05,19.03,15.91,0.99,15.87,22.07,37.68,,16.44,34.93,9.08,4.85,57.2,10.32,10.89,,,,,,,,,,,,,263.73,224.93,0.44,41.99,29.57,70.43,284.53,6.46,0,103.23,108.89,52.84,,,,,
8034 榮群,0,-4.76,-3.14,-4.86,-3.58,-5.97,41.84,-14.87,-9.64,-9.64,5.23,-16.06,56.71,-131.79,0,0,7.35,-0.43,-0.89,2.65,-0.39,-0.26,-22.93,-23.25,-23.25,-31.89,-24.32,-24.32,-24.32,-116.92,3.34,6.55,-17.68,-0.7,969.07,703.75,-2.12,10.43,9.44,90.56,9502.32,0,0,-3.92,-2.54,37.78,2.6,0.33,30.93,0.37,438.35
8048 德勝,0,17.57,12.17,14.59,16.54,19.16,25.02,13.68,12.19,9.86,-1.49,11.42,11.34,79.92,0,19.11,15.9,3.01,3.39,26.33,3.6,3.21,-12.99,-7.19,-7.19,-6.92,-23.34,-23.89,-23.89,-15.82,-7.63,2.71,-7.97,-3.88,402.51,370.48,0,28.8,22.36,77.64,491.34,0,0,35.96,32.05,17.76,11.87,1.23,8.02,1.68,17.1
8089 康全電訊,0,2.03,0.72,1.28,1.19,0.34,29.76,-0.93,0.8,0.45,1.73,0.13,30.69,1.35,2.98,43.47,13.56,0.05,0.18,35.91,-0.34,0.29,-5.18,-0.47,-0.47,51.08,170.91,140.28,125.71,105.1,28.17,-0.79,5.52,3.61,181.07,129.92,6.48,96.73,49.17,50.83,2000.83,0,0,-3.35,2.88,107.7,5.89,1.51,54.4,2.64,18.71
5314 世紀,1,-22.68,-24.99,-23.23,-30.54,-31.46,25.29,-69.25,-63.51,-63.58,5.74,-65.5,94.54,-33.84,2.18,0,5.09,-1.72,-0.34,2.83,-1.96,-1.8,0.39,-47.22,-45.92,-80.28,-71.1,-68.13,-68.13,-70.77,-25.18,-22.29,-6.63,-8.62,293.94,182.9,-0.31,19.3,16.18,83.82,439.59,3.56,0,-19.6,-17.97,22.85,7.47,0.39,2.33,0.48,187.06
3431 長天,1,-11.11,-15.95,-12.06,-37.78,-37.78,21.18,-24.89,-22.84,-22.84,2.05,-22.84,46.07,-3.89,2.87,0,4.14,-1.92,-0.26,8.41,-2.09,-1.92,-38.87,-29.86,-29.86,7.33,40.41,40.41,40.41,12.19,-10.52,-32.16,-98.28,9.42,158.52,29.04,-5.48,164.63,62.21,37.79,4770.07,51.76,0,-20.94,-19.22,77.66,20.97,0.73,3.31,1.65,169.75
2340 台亞,0,12.11,6.71,10.03,8.88,8.84,29.59,14.02,14.54,12.03,0.52,11.97,15.57,57.87,2.61,17.29,16.24,1.5,2.73,12.57,1.76,1.6,1.85,3.73,3.73,14.94,-17.19,-21.34,-21.34,20.2,-8.46,-8.72,-3.6,-1.62,234.36,185.04,3.77,36.92,26.97,73.03,251.02,12.45,0,17.59,18.25,36.89,3.48,0.54,1.91,0.74,141.94
2369 菱生,0,12.34,1.65,9.94,2.24,1.89,10.98,2.11,3.29,2.32,1.18,1.96,8.87,75.89,0.96,29.46,16.27,0.29,3.6,16.19,0.34,0.53,7.85,0.48,0.48,4.18,-3.67,-39.01,-39.01,-40.05,-3.63,-1.06,-1.25,-1.23,245.83,203.6,12.34,48.94,32.86,67.14,153.48,30.48,0,3.37,5.25,28.25,4.63,0.64,1.26,0.96,89.4
2458 義隆,0,14.97,10.75,12.36,14.52,15.32,44.62,17.99,16.82,13.76,-1.17,14.51,26.63,60.69,1.79,18.23,17.67,2.72,3.51,18.02,3.24,3.03,14.4,23.67,23.62,79.39,74.13,77.95,77.95,63.08,11.08,6.2,-0.31,4.71,329.97,174.05,0.41,38.5,27.8,72.2,1262.64,3.28,0,31.09,29.08,28.56,7.34,0.78,12.92,1.06,70.76
2640 大車隊,0,18.48,9.69,15.2,17.57,16.93,46.43,16.42,15.93,13.11,-0.49,12.63,30.01,48.52,1.42,17.7,27.14,4.4,8.73,34.76,5.71,5.54,2.31,9.6,9.6,24.83,37.59,55.99,55.99,68.98,-5.05,9.93,-12.92,2.43,99.13,87.46,4.38,75.03,42.87,57.13,163.65,48.92,0,57.07,55.36,30.72,4.32,0.71,1.95,1.34,83.15
3130 一零四,0,18.79,13.71,15.67,20.52,20.52,90.25,23.26,24.79,20.69,1.53,20.69,66.99,55.47,0,16.53,45.96,9.58,13.42,46.38,10.79,11.53,5.86,5.38,5.38,5.67,1.37,-20,-11.37,-11.19,1.54,-2.45,-10.72,-2.26,262.72,260.9,0,52.72,34.52,65.48,742.28,0,0,107.86,114.97,2.49,37.55,0.66,7.24,0.99,-7.99
3189 景碩,0,9.65,0.96,7.75,1.1,1.03,18.64,1.79,2.37,1.5,0.58,1.41,16.85,56.96,1.69,36.63,62.78,1.06,13.46,50.08,0.9,1.19,-3.58,-27.61,-27.61,-84.58,-79.41,-83.82,-83.82,-85.22,2.48,-3.55,16.82,-4.3,178.16,153.94,19.74,41.33,29.24,70.76,165.32,18.57,0,8.95,11.86,19.44,6.13,0.53,1.25,0.73,55.79
3260 威剛,0,9.84,7.37,7.67,18.7,17.06,13.7,5.77,7.07,5.55,1.3,5.06,7.93,4.75,1.44,21.59,41.9,7.17,2.3,148.09,8.54,10.61,39.05,33.74,33.74,63.42,41.7,36.86,36.86,17.06,13.23,13.83,12.35,2.35,152.81,72.16,9.51,174.82,63.61,36.39,281.19,129.19,0,83.17,101.97,101.87,9.4,1.22,5.55,3.37,72.3
3687 歐買尬,0,-4.99,-7.77,-5.48,-14.35,-14.82,28.63,-26.49,-25.76,-25.67,0.73,-26.52,55.13,5.2,1.46,0,23.15,-4.61,2.41,28,-7.42,-7.21,-8.91,-7.91,-7.91,14.93,41.5,42.07,42.07,12.44,3.11,-13.73,-20.38,6.15,194.35,107.36,-0.22,102.07,50.51,49.49,2944.07,5.73,0,-74.18,-72.13,1.43,26.88,0.3,15.75,0.56,-10.25
3707 漢磊,0,5.56,-0.42,4.08,-1.23,-1.03,10.68,0.68,-0.23,-0.86,-0.91,-0.72,10,3.67,1.41,0,12.19,-0.47,0.31,22.9,0.16,-0.06,20.46,228.37,228.37,110.18,96.6,88.37,88.37,90.19,22.17,25.89,16.16,5.54,237.72,175.75,-81.41,71.4,41.66,58.34,198.44,35.17,0,1.55,-0.53,52.09,4.56,0.82,2.25,1.43,114.59
5287 數字,0,23.63,18.37,19.46,27.17,27.17,78.4,43.92,44.72,46.65,0.8,36.81,34.48,69.91,0,17.7,43.07,11.73,15.67,32.2,14.14,14.5,-4.02,-4.65,-4.65,-6.23,-7.47,15.68,-8.73,-9.25,5.35,-1.43,-1.25,-1.41,168.92,83.75,0,52.91,34.6,65.4,236.44,0,0,141.44,144.02,9.61,10.14,0.5,1.79,0.74,64.45
5321 美而快,0,3.21,-8.35,-4.4,-20.15,-20.11,10.24,1.62,-1.85,-8.53,-3.47,-8.51,8.62,10.87,1.76,0,10.43,-2.33,1.64,27.48,0.45,-0.51,-17.17,-40.35,-40.35,-78.92,-124.07,-248.25,-248.25,-248.28,-11.54,-18.7,-28.99,-13.81,133.03,109.69,-3.89,144.67,59.13,40.87,379.54,52.59,0,4.45,-5.09,112.33,2.42,1.01,8.3,2.36,115.75
6257 矽格,0,21.04,7.8,16.47,12.95,11.74,27.45,23.57,23.52,17.46,-0.05,15.82,10.77,55.3,1.54,25.78,23.49,2.45,7.8,19.05,4.49,4.48,17.88,16.56,16.56,67.72,61.86,48.65,48.65,42.54,38.7,27.64,23.82,4.81,189.09,181.56,5.73,80.72,44.67,55.33,161.41,59.58,0,44.73,44.63,27.13,3.23,0.43,0.91,0.74,107.25
6488 環球晶,0,18.64,8.58,14.79,21.17,20.69,25.55,16.04,14.88,11.42,-1.17,11.16,9.51,73.15,2.27,23.22,77.86,11.79,39.14,105.69,16.95,16.53,150.79,185.88,185.88,437.86,411.34,462.01,462.01,547.89,15.97,115.28,-9.42,12.3,157.79,119.93,7.1,106.24,51.51,48.49,133.84,42.4,0,169.55,157.23,44.68,5.96,0.71,1.56,1.85,89.15
6689 伊雲谷,0,15.59,13.44,13.34,33.99,32.92,10.17,3.22,3.79,3.27,0.57,3.16,6.95,-14.51,6.07,13.71,17.81,3.23,-6.7,102.11,3.29,5.57,1029.58,361.54,361.54,3808.69,2868.38,2152.92,2152.92,2174.98,1167.91,881.26,27.05,88.87,154.09,87.72,9.36,179.99,64.28,35.72,17871.5,58.68,0,32.87,38.65,235.84,8.65,3.8,1146.73,10.41,47.96
6690 安碁資訊,0,19.02,-0.61,15.99,-0.8,-0.8,28.03,-1.82,-1.15,-0.72,0.66,-0.72,29.85,125.7,0,0,31.06,-2.18,1.41,303.58,-5.51,-0.07,5.53,-4.06,-4.06,-117.33,-111.73,-109.3,-109.3,-109.31,-85.76,-93.97,-99.93,-5.34,111.04,110.49,0,185.08,64.92,35.08,12535.5,0,0,-55.14,-35.02,98.64,6.72,0.85,1.32,1.11,-1.46
6741 91APP*-KY,0,,,,,,68.83,3.69,2.33,2.67,-1.36,2.67,65.14,22.62,,0,0.26,0.01,0.24,0.43,0.02,0.01,,,,,,,,,,,,,122.14,121.46,0.01,401.38,80.06,19.94,1197.66,0,0,52.62,33.23,3.21,,,,,
6789 采鈺,0,,,,,,19.75,8.37,8.8,8.24,0.42,7.27,11.37,116.29,,6.32,18.23,0.63,2.41,8.65,0.72,0.76,,,,,,,,,,,,,691.03,678.58,0,11.41,10.24,89.76,317.24,0,0,7.24,7.61,10.49,,,,,
6811 宏碁資訊,0,,,,,,10.57,1.49,1.35,0.86,-0.15,0.86,9.08,17.73,,36.4,10.26,0.7,4.52,82,1.22,1.1,,,,,,,,,,,,,134.82,92.75,9.96,269.28,72.92,27.08,17943.6,40.76,0,12.23,11.04,210.67,,,,,
8131 福懋科,0,19,11.84,15.95,13.05,9.99,16.59,14.81,20.1,17.66,5.29,13.52,1.78,233.33,0,12.14,25.06,2.41,5.33,17.84,2.64,3.59,-7.1,-4.79,-4.79,-5.73,25.89,36.24,36.24,-1.59,7.2,7.89,31.53,0.13,819.5,727.06,0,9.87,8.98,91.02,356.14,0,0,26.41,35.85,20.95,5.04,0.67,2.88,0.74,103.54
8477 創業家,0,3.14,2.13,2.46,4.7,4.7,16.4,0.24,0.65,0.5,0.41,0.5,16.16,27.98,0,22.23,19.06,0.92,7.89,181.82,0.44,1.18,19.66,19.37,19.37,-82.03,-61.08,-63.51,-63.51,-63.51,21.6,-4.18,29.42,-4.04,165.16,163.63,0.17,147.84,59.65,40.35,14050.1,0,0,4.38,11.79,24.49,50.29,4.22,1510.41,9.33,-37.62
3519 綠能,1,5.45,-3.02,3.83,-11.58,-11.65,-0.31,-5.31,-5.46,-5.46,-0.15,-5.49,5,17.09,4.06,0,11.23,-1.44,3.72,27.2,-1.44,-1.55,-22.88,82.07,82.07,33.16,35.7,35.8,35.8,35.68,-8.47,-5.11,-12.73,2.05,49.27,25.28,-42.43,178.06,64.04,35.96,74.44,82.35,0,-14.44,-14.84,40.61,10.78,0.75,1.39,2.12,-17.37
3085 新零售,1,-28.55,-43.05,-30.89,-67.51,-57.95,34.93,-43.74,-50.08,-51.37,-6.35,-44.1,78.67,-38.24,0.88,0,5.21,-2.22,-1.55,6.97,-3.05,-3.81,152.2,270.19,270.19,-523.44,-627.94,-464.95,-464.95,-410.21,61.42,36.82,2.24,-38.87,107.15,44.57,-0.14,67.39,40.26,59.74,446.35,15.65,0,-30.47,-34.9,45.15,8.83,0.84,4.85,1.31,48.21
3035 智原,0,10.91,3.8,8.9,5.05,5.37,53.11,5.77,6.44,5.32,0.67,5.66,47.34,17.09,0,17.36,19.3,1.13,1.21,19.73,1.14,1.27,-8.2,-1.64,-1.64,-10.07,-4.47,-68.76,0.28,27.16,-1.75,-13,8.46,0.14,248.77,189.21,0,41.64,29.4,70.6,872.3,7.43,0,11.39,12.71,30.74,6.19,0.71,8.84,0.95,33.37
3265 台星科,0,19.33,5.91,14.82,7.42,7.11,23.05,15.19,15.9,11.49,0.71,11,7.86,282.31,3.05,27.7,33.57,2.32,11.22,21.06,3.2,3.35,0.94,54.92,54.92,-60.06,-51.61,-54.67,-54.67,-55.66,-4.35,6.13,-0.99,-10.15,671.63,644.73,7.03,26.36,20.86,79.14,250.11,16.25,0,31.99,33.48,18.08,3.08,0.49,1.37,0.65,116.38
3268 海德威,0,-0.93,-1.36,-1.11,-3.53,-3.53,7.13,-1.57,-2.1,-2.11,-0.53,-2.1,8.71,-0.67,2.1,0,14.68,-0.52,-0.05,24.85,-0.39,-0.52,-15.22,0.27,0.27,59.1,74,74,74,74.09,-0.06,-1.54,543.44,4.37,201.55,188.72,-44.32,93.65,48.36,51.64,253.12,58.52,0,-3.91,-5.23,85.5,2.02,0.87,3.2,1.68,111.55
3413 京鼎,0,22.51,15.6,18.23,29.51,29.55,24.85,14.32,15.4,12.5,1.08,12.51,10.53,58.26,1.95,18.87,51.46,14.08,18.8,112.53,16.12,17.33,13.92,18.67,18.67,10.12,8.59,8.31,8.31,14.46,13.13,17.42,16.31,2.93,230,163.86,2.04,89,47.09,52.91,322.98,31.46,0,161.17,173.31,62.53,6.48,1.23,6.19,2.36,71.88
3443 創意,0,18.87,12.05,16.06,23.49,23.46,29.84,8.15,8.44,7.34,0.29,7.33,21.7,6.25,0,12.97,32.58,7.36,1.69,100.44,8.18,8.47,10.68,26.92,26.92,17.81,14.86,15.6,15.6,16.25,-2.25,7.87,130.01,3.03,182.36,135.25,0,85.74,46.16,53.84,405.98,1.22,0,81.81,84.73,50.05,14.73,1.64,17.24,3.2,16.54
3450 聯鈞,0,23.19,12.32,17.09,17.42,17.43,25.49,16.7,20.14,14.4,3.44,14.41,8.79,87.37,1.07,28.48,27.4,4.09,11.95,46.97,7.84,9.46,-5.87,-14.77,-14.77,-24.58,-1.84,-9.78,-9.78,-9.48,9.47,6.39,23.21,-0.94,237.68,208.93,0.27,43.71,30.41,69.59,202.78,4.3,0,78.43,94.57,26.24,5.14,0.85,2.58,1.21,37.19
3545 敦泰,0,-2.97,-20.02,-3.06,-26.44,-5.17,15.75,-6.81,-25.24,-25.08,-18.43,-4.91,22.56,25.69,3.14,0,28.45,-1.59,2.61,35.08,-2.39,-8.84,-8.14,-31.18,-31.18,-516.15,-1328.89,-2310.73,-2310.73,-371.69,-16.57,-24.81,-1,-17.6,279,120.52,-0.03,39.89,28.52,71.48,579.3,0,0,-22.6,-83.81,38.43,8.85,0.8,7.08,1.05,82.07
